id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm
27934,Nice room with superb city view,120437,Nuttee,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,2020-01-06,0.5,2,0
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286,7,2,2022-04-01,0.03,1,1
1704776,NEw Pro!!  Bungalow Bkk Centre,2129668,Wimonpak,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,19,2017-08-03,0.17,41,0
48736,Condo with Chaopraya River View,222005,Athitaya,Rat Burana,13.68556,100.49535,Private room,1558,3,1,2014-02-03,0.01,1,0
1744248,"Batcave, Pool view, near Chatuchak",9181769,Nol,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,2016-03-29,0.09,1,0
952677,Standard Room Decor do Hostel,5171292,Somsak,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27,0.03,10,0
55681,Sathorn Terrace Apartment(61),263049,Tor,Bang Rak,13.71934,100.5176,Private room,1150,2,27,2019-01-03,0.19,7,0
1765918,2BR apt in a cozy neighborhood,9279712,Jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,2022-09-30,1.17,1,1
55686,Comfy bedroom near River pier & BTS  Taksin.,263049,Tor,Sathon,13.71802,100.51539,Hotel room,1862,2,208,2019-12-02,1.44,7,0
59221,budget hotel bangkok near subway,284095,Mimi,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2018-07-30,0.02,2,0
1791481,Nice and Quiet condo near BTS Onnut,9399478,Piyakorn,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,2019-05-31,0.78,1,0
66046,"24Flr- 1br Apt near JJ, MRT, BTS",323158,Sue,Chatu Chak,13.82298,100.56484,Entire home/apt,122594,2,9,2020-03-04,0.09,6,0
105042,Central Bangkok 3 Bedroom Apartment,545890,Henry,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,28,148,2020-01-07,1.08,1,0
1793000,The Duplex - Asoke- Luxury 92sqm,9407280,Timo,Vadhana,13.74668,100.56137,Entire home/apt,5034,21,287,2022-11-22,2.59,1,3
965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,Vadhana,13.74444,100.57003,Private room,3775,30,3,2018-12-24,0.05,1,0
1808600,Contemporary Modern Duplex-Thong Lo,9478184,Shine,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,2018-09-12,0.75,1,0
118118,Pan Dao Condo 5 min from BTS On Nut,596463,Dustin,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,2013-10-09,0.02,1,0
1816517,1 BR condominium center BKK +NETFLIX+55SQM,8492603,Sudhichai,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,27,76,2018-04-05,0.7,1,0
145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,2022-11-25,0.28,1,13
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,2019-12-31,0.64,3,0
156583,Studio near Chula University/Silom walk to MRT/BTS,58920,Gael,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2022-11-25,0.47,2,2
159854,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,766443,Gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08,1.58,3,7
976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2022-11-15,0.77,4,2
978531,Urban Oasis in the heart of Bangkok,5309669,Apiradee,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18,0.03,3,0
166267,1Bed apt. near Chula University/Silom,58920,Gael,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2022-11-30,0.54,2,5
978969,"60 m2 apartment in Thong Lor, Bangkok",5358785,Danny,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,2019-11-10,0.05,1,0
1842066,ICONSIAM River view  on 49th floor,9626074,Weera,Bang Rak,13.72287,100.51678,Private room,2500,180,15,2015-12-08,0.14,1,0
1849029,Self catering cozy1-bed near BTS,9652914,Jirasak,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,2018-12-18,0.06,1,0
1862089,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07,3.77,37,1
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15,0.8,3,10
172332,Tranquility found in busy Bangkok near new skytran,822284,Rae And Charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,2019-02-20,0.17,7,0
1862331,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,8214044,Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15,2.59,8,7
1862377,☞Downtown Central Studio-Bangkok MRT,8214044,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11,3.0,8,9
1887544,"""Serviced 2 Bed Scenic SkyVillas""",6132593,Salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,2022-11-30,1.07,7,12
1888303,Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok,9821998,Pichanee,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,2018-07-02,0.15,1,0
1019241,Chic two bedroom for Monthly rental,3323622,Phoebe,Bang Rak,13.72687,100.52725,Entire home/apt,2701,30,104,2020-02-20,0.89,1,0
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15,4.02,7,29
1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,Sathon,13.71798,100.52841,Private room,1736,1,4,2014-11-12,0.04,3,0
1035589,Quiet Double  Bed Apartment,4115838,Primrose,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,2022-10-25,0.46,3,1
1897982,Suvarnabhumi free transfer,8362130,Luckana,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,2020-03-03,0.39,2,0
296960,Luxury&Comfy wthWifi walk-distance to Subwy-Malls,175729,Mitch & Mam,Chatu Chak,13.80926,100.56892,Entire home/apt,900,358,56,2019-08-04,0.43,1,0
1041976,Long-stay special rate spacious entire floor Siam,5735895,Pariya,Parthum Wan,13.74814,100.52016,Entire home/apt,2900,1125,295,2021-08-21,2.61,3,0
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18,0.27,6,4
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20,0.51,1,1
1933894,"NewlyRenovated! 3Br,SingleHouse, Park/BTS/Airport.",9509219,Piya,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2022-11-28,0.03,8,2
1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05,1.54,1,5
1060320,Mix Dorm  Decor do Hostel,5171292,Somsak,Khlong San,13.72214,100.50752,Shared room,350,1,12,2020-02-08,0.12,10,0
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,2022-08-31,0.75,1,1
1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09,0.46,4,10
1077493,Inn Saladaeng - Superior hotel room,5929404,Inn Saladaeng & The Sathon Vimanda,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2022-09-01,0.33,2,1
1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",9906827,Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06,2.72,1,19
385130,❂Citycenter✔Subway station✔Private Bathroom4Aircon,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,2020-04-30,3.02,37,0
385979,Monthly rent 2Beds/2Baths quiet APT at BTS,1681901,Pornpan,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,2020-01-28,0.62,1,0
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28,1.45,1,13
1947314,A room w/ the view :-) in the city,10070953,Vichit,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,1,2019-01-13,0.02,1,0
393066,✺✺99 feet in the sky✺✺,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,2022-10-01,3.39,37,10
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,Sathon,13.71782,100.51622,Private room,950,1,39,2022-10-01,0.3,7,2
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,2022-10-31,0.25,2,5
1088343,"2 bed 2 bath, BTS, Supermarkets, Monthly",5981006,Sibyl,Vadhana,13.7104,100.60171,Entire home/apt,2355,30,19,2020-01-04,0.17,1,0
1094136,"Private, relaxed with amenities",5793490,Nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,2022-11-26,0.18,6,1
1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,Sathon,13.72157,100.54509,Shared room,330,1,82,2019-12-09,0.83,3,0
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,2022-09-14,0.15,1,1
1975849,1 BDM CONDO SAPHAN KWAI/ARI walk to JJ/BTS/MRT,8480912,Chris And Lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,2022-09-01,0.27,1,4
413824,❂100% Private&Central Light EnSuite,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,2020-03-14,2.67,37,0
428360,Spacious Studio kitchen/wifi,2129668,Wimonpak,Yan na wa,13.69673,100.53202,Entire home/apt,1143,200,35,2019-03-04,0.27,41,0
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24,0.31,41,0
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,365,14,2013-11-01,0.11,41,0
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14,1.0,41,5
430691,5. Bangkok Bright Apartment -WIFI,2129668,Wimonpak,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2016-11-05,0.23,41,0
430703,"6. Bangkok nice, cosy Apartment 201",2129668,Wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,2022-11-13,0.38,41,3
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,365,8,2013-06-28,0.07,41,0
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,Sathon,13.71922,100.5255,Private room,1736,1,14,2017-02-23,0.12,3,0
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,2020-02-28,0.93,1,0
1138679,1 Bed Pool Access Onnut BTS,4877320,Nisa,Suanluang,13.71119,100.63334,Entire home/apt,970,21,1,2013-07-01,0.01,2,0
449782,BKK Center Fab studio1150 free wifi,2129668,Wimonpak,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,2022-10-30,0.47,41,1
449826,Loft by the Church w kitchen/wifi near Sathon,2129668,Wimonpak,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,2018-03-31,0.31,41,0
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12,0.4,41,3
527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",2592798,Nokina,Chatu Chak,13.82841,100.57103,Entire home/apt,1004,2,24,2018-07-22,0.19,2,0
1982413,Hip Studio ♥ Of BKK+River+BTS+WIFI,3346331,Bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15,3.67,7,19
1986193,Condo QUATTRO @Thonglor Near BTS,10246374,Arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16,0.05,3,1
2018775,Big quiet Studio for weekly monthly long term Stay,7454779,Lily Duangdao,Sathon,13.720317,100.54586,Private room,1629,4,4,2022-10-23,0.7,7,4
2065054,Suite with Balcony,8664261,Kriengkrai,Sathon,13.71655,100.51384,Private room,926,1,1,2019-04-13,0.02,7,0
2067731,BANGKOK HUB : Standard Double Room,8664261,Kriengkrai,Sathon,13.71662,100.51572,Shared room,866,1,2,2019-01-01,0.03,7,0
1141969,Great location on a charming loft,6262801,Andrea,Bang Rak,13.72687,100.52326,Entire home/apt,5887,30,8,2019-01-22,0.07,1,0
1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18,1.15,4,56
1187726,Private Studio Bed Room Walkable from BTS Ari,5402740,Nattha,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,2021-03-15,0.41,1,0
1206077,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,6586465,Tayawat,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,2021-05-17,0.32,1,0
1208204,Deluxe Condo at perfect location 2-0,766443,Gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14,1.83,3,20
2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20,2.97,1,2
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,2022-11-25,0.95,37,11
581755,Brand New room near Airport Railway,2864425,Urcha,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,2013-12-03,0.01,1,0
2068972,State tower riverview 42th freewifi,10581237,Anchana,Bang Rak,13.72225,100.51642,Private room,2061,30,11,2015-09-02,0.1,4,0
2069445,1Br riverview 42th State tower wifi,10581237,Anchana,Bang Rak,13.72221,100.51568,Private room,2061,30,3,2015-09-01,0.03,4,0
2070131,"Cozy Studio by BTS: Wifi, Pool #2",1780407,Feb,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2022-11-30,0.7,6,2
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08,3.39,37,10
1218098,Transit DMK & Not far from Impact,6647138,NiNew,Lak Si,13.88974,100.56257,Private room,800,1,27,2016-04-08,0.23,4,0
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13,1.84,37,4
1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),Phaya Thai,13.78148,100.54868,Private room,1088,2,1,2019-01-04,0.02,2,0
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2022-11-30,1.18,6,2
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,Phaya Thai,13.78887,100.56009,Entire home/apt,500,30,4,2012-12-15,0.03,1,0
715652,Cosy 1 bed room service apartment!,3687435,Avinash,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,2015-10-18,0.05,1,0
1227663,Hip Luxury Apt in Best Location,5469059,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04,1.03,1,1
2071610,Metro view of studio near BTS Ari,9701189,Tam,Phaya Thai,13.78686,100.54951,Entire home/apt,850,30,14,2020-01-10,0.13,1,0
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,2022-06-17,0.31,3,3
2075095,"Top of ""Old Siam""- 17th floor views",368001,Melissa And Kurt,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,2022-06-19,0.31,1,1
1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",2087671,Apipu,Phaya Thai,13.79221,100.54631,Private room,399,1,33,2020-03-15,0.78,1,0
2077641,1BR River view 19th State tower,10581237,Anchana,Bang Rak,13.72007,100.51711,Private room,1300,30,3,2015-01-01,0.03,4,0
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,2018-12-05,0.04,2,0
729015,NEW River Condo Center BTS temples,3785867,Julia,Khlong San,13.72077,100.51202,Entire home/apt,3281,360,37,2018-04-30,0.3,2,0
2084034,Unique 2 bd-apt right above pool,10297749,Tash,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2022-11-18,0.53,2,2
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14,1.79,41,6
1302302,2 Bed Serviced Penthouse SkyVillas,6132593,Salvatore,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,2022-11-11,1.19,7,3
1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,2022-10-07,0.72,1,3
742497,Chao Phraya Rumors,3837874,Fr,Samphanthawong,13.73989,100.50179,Private room,1732,5,1,2013-08-18,0.01,1,0
1323380,Master Suite in Pool Villa,2975807,Ingo,Vadhana,13.74618,100.55168,Private room,9600,28,1,2017-06-19,0.01,2,0
1338281,Loft Studio 6 min BTS Sapan Taksin,2129668,Wimonpak,Sathon,13.71506,100.51319,Entire home/apt,1100,100,117,2019-05-30,1.02,41,0
1338489,FABB Modern 4. BTS Sapan Taksin,2129668,Wimonpak,Sathon,13.7133,100.51337,Entire home/apt,1100,1,146,2020-03-02,1.27,41,0
2112940,Great Studio in Great Area 24Sqm.,10772928,Yair,Suanluang,13.72383,100.61609,Entire home/apt,1306,28,2,2015-01-15,0.02,4,0
2118606,City heart resort style condo.,10802851,Susie,Phaya Thai,13.78064,100.54393,Entire home/apt,1385,3,7,2017-07-26,0.07,1,0
2124717,Large cozy Studio in on nut 17,5469970,Yair,Suanluang,13.7234,100.61828,Entire home/apt,1212,10,10,2017-08-10,0.1,10,0
2130543,Bangkok Riverside near Asiatique,8954433,Benz,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,2,18,2016-12-24,0.2,2,0
2133513,Amazing studio in Onnut,10772928,Yair,Suanluang,13.72158,100.61654,Entire home/apt,999,10,11,2022-10-31,0.12,4,2
768019,Luxury 2BR Pool Villa /Cul-de-Sac (4 weeks +),2975807,Ingo,Vadhana,13.73668,100.56693,Entire home/apt,4156,28,4,2015-08-11,0.03,2,0
801844,Big space in eastern BKK,121622,Anchalee,Bang Kapi,13.75878,100.64988,Entire home/apt,519,4,1,2016-11-09,0.01,1,0
2135883,Elegant 2-Brm Condo in Heart of Bangkok,10899693,Gerald,Bang Rak,13.72543,100.53838,Entire home/apt,5195,3,95,2022-12-13,0.92,1,14
811670,Lovely quaint Bangkok home,4268095,Ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,2022-12-11,0.22,1,2
1341890,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",7278395,Niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,2022-12-06,0.46,8,7
818612,Budget price but 5 star value near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52151,Entire home/apt,1000,3,7,2017-05-12,0.06,7,0
822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,2022-12-22,0.18,7,1
2162578,"3min to BTS, Late Checkout, WiFi, Pool, Cable, BNH",1140715,Chonnikan,Bang Rak,13.72425,100.53087,Entire home/apt,2147,5,101,2022-12-14,0.95,2,10
851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,Khlong Toei,13.70486,100.60152,Entire home/apt,850,21,33,2022-10-23,0.28,3,1
1350390,3.Cool Chic apartment walk 5 min BTS Sathon,2129668,Wimonpak,Sathon,13.71628,100.51238,Entire home/apt,950,1,109,2022-11-21,0.95,41,5
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,Sathon,13.71972,100.54924,Entire home/apt,1693,30,25,2022-12-03,0.21,2,4
1353517,95 sqm. 2 br. 1-5 people. Next to thonglor bts,7327298,Notee,Khlong Toei,13.72393,100.57647,Entire home/apt,3300,5,26,2022-12-18,0.3,3,9
1394285,Superior Double Room Near Airport,7489121,Anis,Suanluang,13.73789,100.64271,Private room,850,1,8,2022-06-30,0.11,10,1
1400351,Studio in Beung Kum,7489121,Anis,Bueng Kum,13.78327,100.67124,Private room,700,1,3,2019-09-19,0.07,10,0
2166902,Sathorn Apt with urban vibe,11057279,Jay,Sathon,13.71663,100.52864,Entire home/apt,868,4,97,2022-09-09,0.89,1,11
2199975,Sarin Place Lodge,11221480,Weerakorn,Chatu Chak,13.82824,100.56594,Entire home/apt,1054,28,20,2020-01-07,0.27,6,0
2206432,"Modern, cosy, great pool/gym",1425515,Peter,Huai Khwang,13.74742,100.56678,Entire home/apt,1020,29,12,2022-08-31,0.12,2,3
2234748,New Studio 2KM to BTS- Sukhumvit 77,5469970,Yair,Suanluang,13.72347,100.61812,Entire home/apt,1004,10,6,2017-07-25,0.08,10,0
854660,Nostalgic Thai House - The Villa,931710,Jeremy,Nong Chok,13.77672,100.83851,Entire home/apt,8658,1,1,2015-09-03,0.01,2,0
1412787,"NEWLY Renovated! 1BR by the river, near IconSiam",7616231,Jeab,Khlong San,13.72174,100.50769,Entire home/apt,1635,3,88,2022-11-22,0.8,1,8
856426,Thai house overlooking pond & lotus,931710,Jeremy,Nong Chok,13.77624,100.83931,Entire home/apt,3463,2,1,2016-03-10,0.01,2,0
858311,"River view penthouse 30 Fl, 5 Pers,  taxi included",4491588,Donald,Khlong San,13.72135,100.508,Entire home/apt,7929,2,256,2022-12-15,2.13,1,43
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,Sathon,13.72065,100.54713,Entire home/apt,850,1,278,2022-12-12,2.31,37,10
861105,Home Sweet Home For Your Family near new skytrain,822284,Rae And Charlie,Bang Sue,13.83235,100.5228,Entire home/apt,1500,3,37,2019-12-18,0.31,7,0
863341,1BR Condo-BRT to BTS Chong Nonsi,4474838,Sue,Yan na wa,13.67907,100.52887,Entire home/apt,935,28,26,2019-05-18,0.26,5,0
2262721,"2BR-Airy,Cosy in Thai Neighbourhood",11554321,Artra,Din Daeng,13.78588,100.56957,Entire home/apt,1504,2,167,2022-12-04,1.54,1,5
863669,"2 BR - Near BTS, Wifi",4474838,Sue,Khlong San,13.72162,100.5075,Entire home/apt,2251,7,91,2022-11-20,0.77,5,2
866329,Entire Studio center of Bangkok,4549405,Carlos,Bang Rak,13.72479,100.53039,Private room,728,21,11,2022-11-20,0.1,2,4
2266425,1Br LUXE/BTS Phrakanong/CBD/WiFi,9509219,Piya,Khlong Toei,13.71166,100.59326,Entire home/apt,1143,360,31,2018-08-14,0.29,8,0
2279684,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,11495081,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,2022-12-21,1.2,5,3
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,2021-12-14,0.08,2,0
889909,Spare room in a gated compound,4721867,Annie,Bang Na,13.65979,100.60643,Private room,700,1,4,2016-09-06,0.04,1,0
2286703,❂City center☾Train station☽Private Bathroom8Aircon,1927968,Evan,Sathon,13.72074,100.54712,Entire home/apt,800,1,192,2020-02-28,1.78,37,0
2294502,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,2022-11-20,1.45,37,7
1419797,2-room apartment@heart of BKK,7644106,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,2022-12-15,0.81,1,8
1420577,River view near ICON SIAM 74sqm. Free pick up,7647775,Hataipat,Khlong San,13.71847,100.50914,Entire home/apt,3067,45,2,2018-11-30,0.02,5,0
1421233,Close to river and near city. Free pick up,7647775,Hataipat,Khlong San,13.71672,100.5092,Entire home/apt,1286,5,75,2020-02-27,0.7,5,0
2297767,Comfortable studio room on Ratchada,10656945,Pantanida,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,2022-12-02,0.32,1,3
2300491,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,8444643,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,2022-12-11,0.96,53,13
2321290,1BR Cosy & Perfect Location @Asoke BTS/MRT,589801,Jocelyn,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,2021-06-29,1.22,1,0
2332282,"Cozy Studio by BTS: Wifi, Pool #1",1780407,Feb,Phra Khanong,13.70396,100.60281,Entire home/apt,1264,180,27,2022-07-14,0.25,6,1
909514,Newly Renovated 3BR Suite 146sqm BTS Thonglo,4877320,Nisa,Vadhana,13.73958,100.5865,Entire home/apt,4720,2,252,2020-02-23,2.11,2,0
1452584,Quiet&Cozy Place on Thong Lor Street,578672,Warin,Vadhana,13.73862,100.585,Private room,1049,3,1,2014-01-01,0.01,1,0
915293,One bedroom suite with kitchen@ center of Bangkok,4913308,Attakorn,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,2022-10-08,0.37,1,1
920116,1Br 5mins walk to Airport Link Hua Mak sky train,4836941,GrongGaew,Suanluang,13.73786,100.64065,Entire home/apt,1351,30,11,2017-12-30,0.14,4,0
2360167,"Large 2 bedrooms apartment, Silom",12052974,Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,2022-12-01,0.25,1,7
2368241,"Downtown,just 100m. To Siam,MBK,BTS",7647775,Hataipat,Ratchathewi,13.75156,100.52988,Entire home/apt,1336,5,77,2019-10-28,0.71,5,0
2368635,iSanook Eco Studio 6,8663142,ISanook Hotel,Bang Rak,13.7319,100.52255,Private room,1800,30,6,2018-07-16,0.06,45,0
2368771,iSanook Studio 32 sqm 5,8663142,ISanook Hotel,Bang Rak,13.732,100.52294,Private room,2100,30,3,2022-02-07,0.03,45,1
2375378,iSanook Family Suite Deluxe 67 sqm 3,8663142,ISanook Hotel,Bang Rak,13.7332,100.52094,Private room,3900,30,1,2022-08-27,0.24,45,1
1457235,City view Studio surrounding by street food,5793490,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,2022-12-23,0.07,6,1
936765,Spacious 1 bed apartment close to BTS.,4785506,Ian,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,2,2013-04-17,0.02,1,0
1463101,"Comfortable serviced 1BR, BTS, POOL",7840606,Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,2022-12-03,0.1,1,1
