id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm
24217370,Comfy Studio Superior near BTS Phromphong&Emporium,100622801,Oakwood Residence,Khlong Toei,13.72684,100.56993,Entire home/apt,3863,1,1,2022-03-15,0.1,5,1
24034340,LUCKY ROOM,180895804,Siqi,Huai Khwang,13.77598,100.57968,Entire home/apt,1500,1,1,2019-01-01,0.02,1,0
24524051,มีสินดีอพาร์ทเมนท์คอนโด ทดลองอยู่ 7 วัน,92383573,Mee Sin Dee Apartment Condo,Pra Wet,13.6908,100.64131,Private room,650,7,5,2019-05-27,0.09,2,0
24045442,1-Min from BTS Nana: Premier 1BR for 2PAX,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,3120,2,29,2022-07-25,0.51,13,5
24045709,Premier 1BR for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,3120,2,22,2022-08-31,0.39,13,4
24046017,Luxurious 1BR for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,3380,2,45,2022-12-14,0.79,13,6
24046213,Deluxe Studio for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,2860,2,33,2022-03-29,0.58,13,2
24047636,Elegant Apt 4bd on Thonglor/ FREE airport pick-up,11005873,Pat,Vadhana,13.74048,100.58589,Entire home/apt,3000,200,11,2018-08-26,0.19,7,0
24524452,New Condominium near Kasetsart U. -Free wifi,28775498,Nuansong,Chatu Chak,13.84222,100.58845,Private room,750,7,3,2019-12-23,0.05,2,0
24524641,"Neveu:The Club, 5 bedrooms Apt@MRT Sutthisan",29488167,Potae Pongthorn,Huai Khwang,13.79088,100.57484,Entire home/apt,7970,1,85,2022-12-22,1.51,9,9
24528398,Board Game Hostel,167136279,Songsit,Khlong San,13.73178,100.49542,Shared room,1100,1,3,2019-03-14,0.05,1,0
24225834,The Connex Asoke,182613090,Thirawat,Khlong Toei,13.73529,100.56193,Private room,2300,1,5,2018-11-29,0.09,1,0
24534535,"☆★Don Mueang, Free wifi+Private Room+Breakfast☆★",185328608,Kae,Don Mueang,13.92481,100.58635,Private room,890,1,38,2020-02-16,0.81,2,0
24556088,"Condo near BTS Ratchatewi, city view, high floor",60706264,Acharapan,Ratchathewi,13.75071,100.53731,Entire home/apt,1421,5,65,2022-12-02,1.15,2,11
24067487,1-BR LUXURY SUITE @ BTS PHROM PHONG,181212010,Theresia,Khlong Toei,13.72849,100.56799,Entire home/apt,1260,30,6,2022-06-14,0.11,2,1
24233487,"Spacious 4pax, 5 mins BTS, Free WIFI, Near Silom",172607821,Pepe Paopao,Sathon,13.72076,100.53058,Entire home/apt,3257,3,20,2022-11-01,0.36,2,1
24072827,"Prime Location and City Skyline Views, Ekamai BTS",48174623,Nuttakorn,Khlong Toei,13.71196,100.58344,Private room,800,3,1,2021-04-04,0.05,1,0
24233773,"Luxurious, free wifi ,5 min from BTS, 4 pax.",172607821,Pepe Paopao,Sathon,13.71917,100.53301,Entire home/apt,3000,3,3,2018-10-04,0.05,2,0
24234542,Cozy condo next to BTS Prakanong Ekamai,3646310,Preeti,Khlong Toei,13.71648,100.58791,Entire home/apt,667,30,15,2022-11-20,0.32,3,4
24235229,New Ideo o2 6Min fromBTS Bangna,54743221,Nueng,Bang Na,13.67411,100.60609,Entire home/apt,1380,14,4,2022-11-28,0.76,2,4
24244961,A stylish condo in Asok,124102,Giacomo & Rolly,Vadhana,13.74241,100.56169,Entire home/apt,1732,15,1,2019-02-19,0.02,1,0
24562732,ABS The Cafe Hostel,109522007,Jureeporn,Bang Khae,13.74139,100.37617,Hotel room,750,1,1,2020-02-18,0.03,2,0
24563069,Warm room in quiet area with loft interior design,185566902,Thanawat,Khlong San,13.72184,100.51098,Hotel room,1329,1,11,2022-11-18,0.19,6,4
24571415,Relax at Onnut Station,46902649,Veerapat,Suanluang,13.71007,100.60471,Entire home/apt,650,4,32,2022-12-14,0.57,1,13
24573474,Junior Ensuite,165628058,Peace,Pom Prap Sattru Phai,13.74736,100.50943,Hotel room,700,1,5,2019-03-16,0.09,10,0
24084882,The mushroom - Tomato Juice on the 5th flr,32386443, Anumart,Ratchathewi,13.75698,100.52918,Private room,420,2,44,2022-12-07,0.76,2,10
24578211,Lovely - 3 bedroom condo in the heart of downtown,13404959,Gurveer,Khlong Toei,13.732760606703778,100.56284252554178,Entire home/apt,1758,1,15,2022-12-23,5.49,1,15
24581877,Airy Apartment by Chao Phraya River,11005873,Pat,Khlong San,13.708,100.49707,Entire home/apt,1200,120,10,2022-07-16,0.18,7,1
24086868,Daneehostel,150929956,น.ส.ดาณี,Bang Rak,13.72077,100.52169,Private room,700,1,1,2019-03-20,0.02,17,0
24093510,2 BR❤Near BTS Phromphong❤Downtown❤Emporium/si,111844630,B,Vadhana,13.74012,100.57224,Entire home/apt,3866,2,8,2022-12-02,0.15,16,6
24250398,Aspire sathorn thapra,182848774,Manoj,Thon buri,13.71586,100.47937,Private room,700,14,3,2018-07-22,0.05,1,0
24931147,"Luxury Privacy,Sukhumvit 77 BKK BTS-WiFi-Netflix",188488042,Kittipa,Vadhana,13.7071,100.60524,Entire home/apt,1250,1,16,2020-05-15,0.29,1,0
24607801,Rooms Double Beds Apartment,185456135,Woranuch,Bang Phlat,13.77762,100.4877,Private room,1351,1,4,2018-10-27,0.07,1,0
24607988,"步行可达EK,碧亚威试管医院 夜市 Show DC/823",119203329,Leona,Huai Khwang,13.75544,100.57466,Entire home/apt,900,30,87,2022-11-18,1.54,20,1
24610753,The Residence Airport & Spa,185992774,Yongyut,Pra Wet,13.67562,100.65914,Private room,945,1,2,2019-03-21,0.04,1,0
24946484,MONO  BTS E9  blue ocean,68057844,Qi,Khlong Toei,13.70334,100.59356,Entire home/apt,654,30,29,2022-10-16,0.55,1,4
24947512,JW Top Floor Cozy Private Place @ DMK Airport,33648272,Jeenie,Don Mueang,13.92492,100.5984,Entire home/apt,550,20,54,2020-04-01,0.96,22,0
24947599,Brand New Studio/3Min to Sky Train (Nana Station),378180502,Panitchaya,Khlong Toei,13.73911,100.55377,Hotel room,6413,1,1,2019-10-08,0.03,22,0
24611804,Juladis Tower,185884372,Pep,Ratchathewi,13.75192,100.53903,Private room,2100,1,16,2020-01-01,0.3,1,0
24635382,Comfy apartment BKk with Wifi near to sathon/silom,2129668,Wimonpak,Bang Kho laen,13.69831,100.5288,Entire home/apt,700,360,1,2018-04-30,0.02,41,0
24636894,"Stay Monomer, the ideal location (12 Mixed) 01",56782854,Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,3,2020-01-19,0.07,24,0
24259756,The Niche Mono Sukhumvit 50 Resort Apartment,110001046,Jariyaporn,Khlong Toei,13.70323,100.59247,Entire home/apt,750,180,38,2020-03-17,0.68,1,0
24263573,Best Price/Sukhumvit/BTS Phrom Phong 5min/window,164926087,Ayano,Vadhana,13.73045,100.57394,Private room,479,1,60,2022-12-15,1.05,3,6
24270329,private room surrounded by street food,183038843,Mp,Din Daeng,13.77277,100.55813,Private room,454,1,21,2022-12-06,0.37,1,1
24952209,【以梦为马】【小花田】邻近抖音网红火车（拉差达）夜市/曼谷辉煌地铁站三分钟—小清新居所,177055784,Lanping,Huai Khwang,13.78142,100.57568,Entire home/apt,1139,1,107,2020-03-11,1.9,18,0
24274842,Sukhumvit Entire APT./5Mins Walk to BTS Onnut,183037434,Yo,Khlong Toei,13.70867,100.598,Entire home/apt,520,30,20,2022-12-22,0.35,2,3
24640406,"Stay Monomer, the ideal location (12 Mixed) 02",56782854,Off,Ratchathewi,13.74886,100.5444,Shared room,400,1,1,2022-09-25,0.32,24,1
24959057,SunShine Condominium Bangna,160707102,Rudolf,Bang Na,13.66444,100.63297,Entire home/apt,1500,1,3,2018-07-09,0.05,4,0
24292678,Pratunam market/shopping area暹罗中心/四面佛/夜市/美食街,120880881,Paniss And Penny,Ratchathewi,13.75147,100.53965,Entire home/apt,1450,2,42,2020-03-01,0.74,10,0
24970400,Nana's Place,160707102,Rudolf,Phra Khanong,13.68581,100.61877,Private room,1200,1,2,2019-02-16,0.04,4,0
24970424,Nana's Place,160707102,Rudolf,Phra Khanong,13.70288,100.59938,Private room,1000,1,5,2019-02-26,0.1,4,0
24972995,ฺBangkok Sanookdee (room for 4),187263616,Noparat,Khlong San,13.7226,100.49901,Hotel room,1298,1,1,2018-11-11,0.02,5,0
24643848,The Glass House,51554222,Viriya,Saphan Sung,13.77405,100.67764,Private room,800,1,1,2018-06-05,0.02,1,0
24646448,One step away from Punnawithi BTS   station,95379198,Peeraya,Phra Khanong,13.68996,100.6095,Entire home/apt,1000,28,3,2019-02-02,0.05,7,0
24646450,บ้าน ณ สยาม  Ban Na Siam,174891683,Akhakit,Wang Thong Lang,13.78283,100.6181,Private room,500,1,1,2019-07-28,0.02,1,0
24975091,Modern clean/ Pool / Platinum mall+ Central world,188817426,Benjaphorn,Ratchathewi,13.75953,100.54517,Private room,859,1,4,2020-01-17,0.07,4,0
24294197,【中文房东】毗邻Rama9地铁站，火车夜市，商场，中国大使馆。双人独立卫生间空调大床房。,172705808,Xiaoxun,Din Daeng,13.76119,100.5641,Private room,1500,1,27,2020-01-13,0.49,7,0
24294565,【中文房东】毗邻地铁站，火车夜市，商场，中国大使馆/双床房/Two beds room,172705808,Xiaoxun,Din Daeng,13.76298,100.56462,Private room,1500,1,13,2020-01-01,0.23,7,0
24294849,【中文房东】毗邻Rama9地铁站，抖音上的火车夜市，商场，中国大使馆。家庭独立卫生间带阳台大房间。,172705808,Xiaoxun,Din Daeng,13.76313,100.56608,Private room,1800,1,15,2019-12-27,0.26,7,0
24295016,【中文房东】毗邻Rama9地铁站，火车夜市，centre商场，中国大使馆。空调立卫生间带阳台三人间,172705808,Xiaoxun,Din Daeng,13.76334,100.56389,Private room,1800,1,1,2019-11-22,0.03,7,0
24976168,Cozy modern / Pool / Platinum mall+ Central world,188817426,Benjaphorn,Ratchathewi,13.76053,100.54476,Private room,899,1,4,2020-02-25,0.07,4,0
24976647,Central modern room/ Pratunam 10 min/ Pool rooftop,188817426,Benjaphorn,Ratchathewi,13.75687,100.54476,Private room,900,1,9,2022-11-20,0.17,4,3
24981583,Modern Loft Living near the Nana Skytrain Station,188858400,Joop,Vadhana,13.74781,100.55509,Entire home/apt,1504,1,189,2022-12-26,3.5,1,52
25019388,Retro 39 Hotel,189142716,Newin,Khlong Toei,13.72977,100.57064,Private room,878,1,6,2022-11-15,0.11,1,3
25038108,★BTS Mochit★MRT+Garden View+5Star+Luxury+JJ Market,121366207,Lily,Chatu Chak,13.80556,100.55763,Entire home/apt,1470,20,29,2022-06-12,0.52,2,3
25044971,ฺBangkok Sanookdee (room for 6),187263616,Noparat,Khlong San,13.72116,100.49915,Hotel room,1698,1,9,2020-02-18,0.19,5,0
25046526,Studio 1 BR. 1.5km Huai Khwang MRT. Gym,159375409,Mok,Huai Khwang,13.7696,100.58279,Private room,680,1,6,2019-07-17,0.11,13,0
25047727,"Cozy & stylist Entire1BR nearBTS  freeWifi,Netflix",132210383,Panjaporn,Phasi Charoen,13.73863,100.44702,Entire home/apt,900,1,20,2022-10-16,0.36,1,5
24718874,Breezy Apt @Heart of BKK/5min walk to BTS/4-10pax,49539775,Max,Parthum Wan,13.74534,100.54992,Entire home/apt,4571,2,155,2022-12-13,2.79,36,32
24719726,Economy Twin ～ Chamberlain Boutique House (有接机服务）,84040153,Fing,Bang Rak,13.7232,100.5173,Private room,1200,1,3,2019-02-10,0.05,14,0
24301898,ศิริเพลสอพาร์ทเม้นท์ SiriplaceApartment บางขุนนนท์,183329992,จตุพร,Bangkok Noi,13.76422,100.4724,Private room,600,1,1,2018-04-17,0.02,1,0
25057044,Refurbished 2 bedroom retreat with Pool Access,420188,Baker,Vadhana,13.73017,100.57244,Entire home/apt,4280,3,112,2022-12-24,2.02,9,36
25084818,Luxury Hostel -1 Bed in 6 mixed Dormitory room @The Printing House Poshtel- close to tourists attractions.,116182754,The Printing House,Phra Nakhon,13.75481,100.50137,Shared room,677,1,3,2019-05-02,0.06,8,0
24727112,2BR On 2ND FL. [NEJ’s home] near DMK airport,26534119,Saranya,Don Mueang,13.93184,100.59154,Private room,1000,60,7,2019-04-28,0.13,5,0
24742291,Sukhumvit Emporium | ONLY 3 min to BTS Phrom Phong,46762651,Kannika,Khlong Toei,13.72051,100.57616,Entire home/apt,1697,2,7,2019-02-23,0.13,1,0
24303892,SupraRoom #1BD Khoasan RD & ChaoPhaya River,160844163,Supranee,Bangkok Noi,13.78414,100.46955,Private room,12397,1,2,2020-03-04,0.05,2,0
24315603,Chadasa’s Clover,183455982,Chadasa,Vadhana,13.7358,100.58378,Private room,1150,4,6,2019-05-05,0.11,2,0
24316282,PAMAhouse : Room for Family or Friends 6 persons,137954329,Kasipa,Khlong San,13.71112,100.4973,Private room,2250,1,1,2018-11-11,0.02,9,0
24316685,空调独立双人标准间，距离火车夜市超级近,172705808,Xiaoxun,Din Daeng,13.76333,100.56599,Private room,750,1,4,2018-12-04,0.07,7,0
24318292,20% Discount Tropical Style 2 Br Apartment Bangkok City WiFi,19266319,Alex,Khlong Toei,13.71209,100.59399,Entire home/apt,1590,28,29,2022-12-15,0.51,36,3
25085379,"Luxury Hostel- 1 Bed in 6 Female only Dormitory with a nice Balcony and En- suite Bathroom @ The Printing House Poshtel- historical place, near to main attractions such as Grand Palace, Khao Sarn Road.",116182754,The Printing House,Phra Nakhon,13.75481,100.50137,Shared room,762,1,2,2019-09-10,0.05,8,0
24318423,Luxury RiverView♥Sky Pool♡Gym♡WIFI♥2min BTS & Pier,163135787,Samuel,Sathon,13.71813,100.51564,Entire home/apt,2047,7,48,2021-06-28,0.84,1,0
25085506,Luxury Hostel -1 Bed in 8MIxed Dormitory room@ The Printing House Poshtel- close to tourists attractions,116182754,The Printing House,Phra Nakhon,13.75481,100.50137,Shared room,714,1,1,2019-12-31,0.03,8,0
24318701,The Chatbox Silom Hostel - Family Room,153068225,Suwannicha,Bang Rak,13.72784,100.52673,Private room,1800,1,5,2019-04-16,0.09,2,0
24322684,"Pool & Greenery 2 Beds, 200m Skytrain, Streetfood",36009950,Sunny,Chom Thong,13.71255,100.46632,Entire home/apt,2000,25,51,2022-12-13,0.89,11,1
25085550,Family room- 1 queen bed and bunk bed. Suit for 4 persons-shared bathroom,116182754,The Printing House,Phra Nakhon,13.75481,100.50137,Private room,2243,1,1,2020-03-04,0.03,8,0
25085609,Deluxe Room @ The Printing House Poshtel (Room Only)- close to tourist attractions,116182754,The Printing House,Phra Nakhon,13.75481,100.50137,Private room,2062,1,2,2019-10-30,0.04,8,0
25085786,"Luxury Hostel -1 bed in 4 mixed Dormitory room @ The Printing House Poshtel- historical place, near to main attractions such as Grand Palace, Khao Sarn Road. Shared bathroom",116182754,The Printing House,Phra Nakhon,13.75481,100.50137,Shared room,677,1,25,2022-12-06,0.47,8,5
25088680,No.2 Duplex lounge 5m to BTS Asoke for Frns&Family,106351343,Cornerstone,Khlong Toei,13.73324,100.56472,Entire home/apt,2907,1,23,2022-11-28,0.41,4,3
24325528,The Bangkok Luxury Room,183523878,Rjeab,Vadhana,13.73163,100.57359,Entire home/apt,5900,2,2,2019-04-15,0.04,1,0
24745487,"Cozy, quiet, comfy, affordable 1 bdr getaway! (11)",116685386,Katherine,Vadhana,13.72284,100.59665,Private room,1000,2,1,2018-12-05,0.02,2,0
25091691,∞❤  Warm&Cozy Room ❤∞  5 mins to Siam Paragon/MBK∞,183533955,Palmy,Parthum Wan,13.74171,100.52547,Entire home/apt,5828,2,40,2019-11-12,0.72,1,0
24749846,One step to sky train/mall/rooftop pool gym/*SALE,169583082,Irene,Vadhana,13.71546,100.59243,Entire home/apt,1200,2,13,2019-03-16,0.23,2,0
24750410,"Cozy, quiet, comfy, affordable 1 bdr getaway! (10)",116685386,Katherine,Vadhana,13.73496,100.60281,Private room,1000,2,2,2020-01-02,0.04,2,0
24760824,Sail Us Home  - NaNa BTS 5mins,51715335,Live&Stay,Vadhana,13.743,100.55537,Entire home/apt,2127,1,55,2022-12-14,0.98,11,6
24761106,มีสินดีอพาร์ทเมนท์คอนโด ทดลองอยู่ 7 วันก่อนทำสัญญา,92383573,Mee Sin Dee Apartment Condo,Pra Wet,13.68903,100.64036,Private room,650,7,3,2022-06-09,0.06,2,2
24326047,The perfect place (1min from Bts.) easy to travel,154377186,Packky,Chom Thong,13.71278,100.46658,Entire home/apt,1290,2,17,2022-12-25,0.3,2,2
24326828,"Room near JJ market , from BTS Ratchayotin  800m",170675147,Poon,Chatu Chak,13.83044,100.57337,Entire home/apt,600,1,28,2020-11-16,0.5,2,0
24335645,aSpace condominium,183615542,Pornpol,Suanluang,13.70807,100.62965,Entire home/apt,700,2,1,2019-06-17,0.02,1,0
25101993,"House near JJ market , from BTS Ratchayotin  800m",170675147,Poon,Chatu Chak,13.83149,100.5738,Entire home/apt,1800,1,19,2020-03-01,0.39,2,0
24348226,Lamurr Sukhumvit 41 near BTS @center of Bangkok 2,50986869,Alongkorn,Khlong Toei,13.72801,100.57183,Shared room,400,2,1,2022-12-03,1.0,2,1
24767024,เดอะ ซี๊ด เมมโมรี่ สยาม,68997776,Kanjamol,Parthum Wan,13.74648,100.52938,Entire home/apt,5000,1,1,2019-01-29,0.02,1,0
24767977,ฺBangkok Sanookdee (private room),187263616,Noparat,Khlong San,13.72075,100.50351,Hotel room,789,1,9,2022-12-18,0.16,5,1
24783156,Deluxe room No ABF-BTS Asoke,186194532,Adhirat,Vadhana,13.73993,100.55944,Hotel room,3185,1,3,2021-02-15,0.07,1,0
24784654,"Cozy, Comfort in Sukhumvit, BTS ASOKE",186195358,The Continent Hotel Bangkok,Vadhana,13.73637,100.56298,Hotel room,6813,1,2,2019-11-17,0.04,5,0
24784663,"Lifestyle in Sukuhmvit - No Breakfast, BTS ASOKE",186195358,The Continent Hotel Bangkok,Khlong Toei,13.73611,100.56188,Hotel room,6513,1,1,2018-10-26,0.02,5,0
24351152,■■10min BKK Airport■■ Mall&Train●ConvenienceStore●,183743871,Ryan,Lat Krabang,13.72327,100.74902,Entire home/apt,990,3,59,2022-12-07,1.52,2,5
24360258,"Vacation Bangkok,The Artistic Home R1 Photographer",32063730,Nattika,Khlong San,13.72714,100.50641,Private room,2000,1,1,2018-11-10,0.02,2,0
24362480,"Opening Garden space in Bangkok No.2,Free WiFi",95537988,Keeradit,Lat Phrao,13.83376,100.62644,Entire home/apt,1100,3,16,2022-12-15,0.29,2,3
25117967,"L11 - Cozy 1 BR with Sky Pool, Sukhumvit BTS!",123828822,Sara,Khlong Toei,13.71156,100.59372,Entire home/apt,1300,25,22,2022-10-31,0.4,22,7
24784739,Scenic View of Sukhumvit Road- BTS ASOKE,186195358,The Continent Hotel Bangkok,Khlong Toei,13.73611,100.56188,Hotel room,7113,1,21,2022-12-02,0.48,5,5
24787926,4 Bed+4 Bath+Free Airport Pick Up+Daily Clean,6906718,Anne Araya,Phra Khanong,13.7003,100.60679,Entire home/apt,5031,1,2,2018-07-09,0.04,25,0
25119475,working table/ bed/ cozy/quiet space. near bts s6,263049,Tor,Bang Rak,13.71966,100.51713,Hotel room,1537,2,4,2019-07-03,0.07,7,0
25120115,Friendship-sleep room. 2  beds. 100m from bts s6,263049,Tor,Sathon,13.7178,100.51571,Hotel room,1805,2,1,2018-11-20,0.02,7,0
25153240,The Winning Tower,190079612,Anekchai,Vadhana,13.73249,100.59788,Private room,2770,1,1,2018-06-20,0.02,1,0
24369443,Happy home @Siam - Private Large &Clean for Family,183907480,Watchaphon,Suanluang,13.72481,100.63,Private room,6600,1,1,2019-01-01,0.02,1,0
24370676,曼谷高层景观豪华两房两卫公寓,149112551,Hong,Bang Kho laen,13.69981,100.51516,Entire home/apt,1421,28,6,2022-06-28,0.11,8,1
24374508,Deluxe Room with ABF · Deluxe Room with ABF · D...,378180502,Panitchaya,Khlong Toei,13.73791,100.55199,Hotel room,3121,1,2,2018-10-15,0.04,22,0
24388318,Condo D'mura Ratchayotin near kaseteart university,38080995,Saranya,Chatu Chak,13.83599,100.5891,Private room,900,1,1,2018-05-02,0.02,1,0
25155290,Modern River View Apt. - Rooftop Pool -BTS (3),21957856,Angela,Sathon,13.71707,100.5163,Entire home/apt,1999,6,13,2022-10-31,0.23,1,1
24388665,Private Apartment in Hippest Area 2 Bedroom 中文服务,33035556,Warissara,Vadhana,13.73183,100.58136,Entire home/apt,3199,5,12,2022-07-26,0.22,1,3
24392895,Makkasan Asoke R1 Airport+Underground Train MRT,23762911,Yuthapume,Ratchathewi,13.74969,100.5601,Private room,1372,1,1,2018-05-03,0.02,2,0
24810346,에까마이 최고위치,163183885,Geunyoung,Vadhana,13.72669,100.58616,Entire home/apt,1800,3,1,2019-01-01,0.02,1,0
24816382,"Rose Garden House,Old town BangkokBigFamily2BR(8P)",14391623,Sasi,Phra Nakhon,13.74813,100.49889,Private room,3500,1,2,2019-12-22,0.04,24,0
24825682,"Baan Vaneeda, antique house w/secluded garden 103",60553853,Time,Phra Nakhon,13.75894,100.5032,Private room,1500,1,26,2022-12-25,0.51,4,4
24827728,31号60平米公寓，湄南河河景房+无边游泳池+海鲜自助+摩天轮夜市+预订接送机+前台24小时叫车。,158909807,李,Yan na wa,13.68784,100.5491,Entire home/apt,11143,2,62,2019-02-17,1.1,1,0
24839324,Le Vanvarothai - 2bedroom (Saladaeng Residence),155040936,Nattawut,Bang Rak,13.726973,100.53743,Private room,2500,1,11,2022-01-11,0.2,2,1
24398373,HOME AT BTS,154128818,Little,Chom Thong,13.69939,100.44196,Private room,2400,1,3,2020-01-02,0.07,1,0
24398426,The Nest Sukhumvit 22,155523904,Ivan,Khlong Toei,13.72529,100.5625,Entire home/apt,550,60,6,2018-12-25,0.11,1,0
25172185,"Lovely 1 bedroom condo with pool view,close to MRT",602041,Sinra,Din Daeng,13.78116,100.57164,Entire home/apt,1000,2,2,2022-10-30,0.55,1,2
24399752,"L32 - Cozy 2 BR with Rooftop Pool, Sukhumvit BTS!",123828822,Sara,Khlong Toei,13.71051,100.59346,Entire home/apt,1700,25,33,2022-09-25,0.58,22,5
24403486,Studio room #8 in City+Near Sky Train+WIFI,21934265,Sunny,Phra Khanong,13.68612,100.60516,Entire home/apt,550,14,10,2022-10-22,0.21,4,8
24403688,"L271 - Modern 1 BR with Sky Pool, Sukhumvit BTS!",123828822,Sara,Khlong Toei,13.71031,100.59427,Entire home/apt,1300,25,28,2022-06-22,0.49,22,4
24405107,"New Free WiFi, 2 Bedroom Kingsize beds near BTS",19266319,Alex,Khlong Toei,13.71212,100.59396,Entire home/apt,1999,180,18,2022-05-02,0.32,36,4
24405373,"Netflix, King Bed, Skytrain, 50mbpsWiFi, 55""TV",36009950,Sunny,Chom Thong,13.71497,100.46473,Entire home/apt,1200,2,45,2022-12-10,0.79,11,2
24863128,2 Bedroom Near Huai Khwang MRT.,159375409,Mok,Huai Khwang,13.7696,100.58279,Private room,1850,1,2,2019-01-04,0.04,13,0
24867270,"2 BRs, connecting door, free breakfast, near BTS",185566902,Thanawat,Khlong San,13.72276,100.51094,Hotel room,2100,1,14,2022-12-26,0.25,6,5
24867793,"3 People Bedroom, with loft style, free breakfast.",185566902,Thanawat,Khlong San,13.72096,100.51085,Hotel room,1400,1,11,2019-11-01,0.2,6,0
24868228,Lighthouse paradise,16161552,Arisa,Khlong San,13.72328,100.5077,Entire home/apt,480,360,2,2019-05-31,0.04,3,0
24868630,"Warm room White & Black design, Free breakfast.",185566902,Thanawat,Khlong San,13.72147,100.51075,Hotel room,1029,1,14,2019-11-22,0.25,6,0
24869516,"New Hotel near Skytrain and Boat Pier, Twin Rooms",185566902,Thanawat,Khlong San,13.72209,100.51008,Hotel room,1329,1,3,2019-04-19,0.06,6,0
24869954,"Twinrooms, Loft style, Free breakfast, Icon Siam",185566902,Thanawat,Khlong San,13.72108,100.50975,Hotel room,1029,1,14,2020-01-12,0.25,6,0
24875048,"Heritage Shophouse in Chinatown, BKK (room no.2/2)",28447831,Dr. Piyamas,Samphanthawong,13.73586,100.51549,Private room,850,1,8,2022-11-23,0.14,11,4
24406915,XVI Condo - The Happy Room,184245645,Parkpoom,Khlong Toei,13.72488,100.56068,Private room,670,30,37,2022-08-10,0.65,1,3
25179177,Pharam9 MRT地铁上盖，樓下新夜市Jodd Fairs，火车夜市5分钟步行，兩房兩廳一陽臺,151879505,Rose,Huai Khwang,13.76068,100.56775,Entire home/apt,2144,7,46,2020-03-14,0.83,1,0
24441156,IVY Thonglor,58981088,Supakar,Vadhana,13.73822,100.58291,Entire home/apt,1900,2,16,2022-08-31,0.28,1,3
24441585,One bedroom condo unit-Sukhumvit 48-Phrakhanong,292635,Sukanya,Khlong Toei,13.71151,100.59477,Entire home/apt,800,90,3,2019-01-16,0.06,2,0
24453546,Nice studio Apt on Ekamai,11005873,Pat,Huai Khwang,13.75298,100.58971,Private room,376,10,18,2022-08-02,0.32,7,4
24455459,Quang Ha Triple Studio,159328003,Quang Ha,Phra Nakhon,13.76122,100.49854,Private room,3013,1,10,2020-08-05,0.23,1,0
24456427,Storey 2-Khao san 10 mins  Good river trip,69640446,Chanyika & Tang Mo,Bang Phlat,13.77136,100.49425,Private room,1500,2,31,2020-02-23,0.57,3,0
24457942,1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 1 BR Deluxe with ABF · 45 sqm-Suite City View plus ABF -BTS Ploenchit,378180502,Panitchaya,Parthum Wan,13.74662,100.54971,Private room,6912,1,13,2019-12-19,0.23,22,0
24883237,"50mbpsWiFi, 24Hr Mart Downstair,Skytrain1min,BITEC",126203566,Tiya,Bang Na,13.66801,100.60481,Entire home/apt,1114,2,49,2022-12-04,0.87,2,7
24886024,The entire two bedroom  near skytrain @metropark,104122286,Laksanara,Phasi Charoen,13.70964,100.45102,Entire home/apt,1000,20,47,2022-08-23,0.91,9,1
24886074,Sarin Place Suite,11221480,Weerakorn,Chatu Chak,13.83009,100.56354,Entire home/apt,1054,28,7,2018-09-07,0.12,6,0
24891178,Easiest access room close to BTS station,13758927,Nuthapol,Khlong Toei,13.72327,100.5712,Private room,3050,1,4,2018-08-09,0.07,1,0
24898622,Aspire Ratchada-Wongsawang,110449636,Kanokporn,Bang Sue,13.82006,100.53338,Private room,650,1,1,2018-09-06,0.02,1,0
25185474,Near Khao San Road only 10 mins New cozy room /303,45355435,Karn,Bangkok Noi,13.77531,100.47612,Hotel room,625,1,2,2018-06-16,0.04,1,0
25191127,"Cozy , Clean & Budget in Quiet Area of Bangkok",190062176,Ratikorn,Phasi Charoen,13.73882,100.44939,Entire home/apt,650,2,15,2020-02-05,0.28,1,0
24900784,Shop and Stay / Fully Kitchenette Apartment 38sqm,185307119,Manatcha,Vadhana,13.73032,100.57238,Hotel room,6579,1,1,2019-03-29,0.02,2,0
24903389,Modern Suite 52sqm/3Min to Sky Train(Nana Station),378180502,Panitchaya,Khlong Toei,13.73911,100.55377,Hotel room,7628,1,2,2018-12-28,0.04,22,0
25429707,Clean Check-in My Hostel (Private 4 beds),51074483,Nuttawut,Ratchathewi,13.75115,100.52767,Private room,300000,1,1,2019-02-10,0.02,5,0
25431936,Breezy Condo Next To St Food&Night Life: VI,49539775,Max,Vadhana,13.74703,100.55898,Entire home/apt,1000,30,122,2022-10-09,2.25,36,17
