id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,recency,revenue_at_least,empty_listing,price_category
21065013,"The Muse Haus in Asoke ( Sleep 4,walk to BTS/MRT)",49539775,Max,Khlong Toei,13.72556,100.56302,Entire home/apt,2857,2,329,2022-12-16,5.19,36,62,13,1879906,0,First Class
6616352,Upmarket Loft Apartment in the Lively Heart of Bangkok,29821030,Diow,Khlong Toei,13.73502,100.56252,Entire home/apt,4056,1,323,2022-12-18,3.75,5,42,11,1310088,0,First Class
15241184,Renovated Private 4 BR Townhouse @ BTS ONNUT,24147370,Anupong,Khlong Toei,13.70872,100.5947,Entire home/apt,4500,2,243,2022-12-24,3.34,5,47,5,2187000,0,Suite Class
17162757,"Luxury 2 BR/2 Bath,3 Mins BTS NANA,GYM,POOL,WIFI",19146113,Pree,Khlong Toei,13.73789,100.55586,Entire home/apt,2800,2,227,2022-01-16,3.26,1,1,347,1271200,0,First Class
17561011,2BR/wifi/1 min to BTS On nut/提供中文服务,44411390,Jeff,Khlong Toei,13.70396,100.59967,Entire home/apt,1800,1,218,2020-03-04,3.2,1,0,1030,392400,0,Business Class
2542746,Spacious 1BR with Spectacular View,13020066,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,2022-12-14,1.98,3,18,15,1337490,0,First Class
7537716,"*New* Eden Park Bangkok near SkyTrain, Wi-Fi, Pool",19266319,Alex,Khlong Toei,13.71197,100.59503,Entire home/apt,1100,28,206,2022-10-27,2.37,36,5,63,6344800,0,Standard Class
23459665,Luxury Condo in Heart of Bangkok 中文服務 01,35112478,Ping,Khlong Toei,13.72668,100.56669,Entire home/apt,2807,1,203,2022-12-16,3.46,12,14,13,569821,0,First Class
8526852,"1Min walk BTS Thong Lo,Sukhumvit34",40262107,Patty,Khlong Toei,13.72483,100.57525,Entire home/apt,1457,30,200,2021-03-12,2.32,39,0,657,8742000,0,Business Class
20899136,❤️20%Off Bangkok City Remarkable Choice nr BTS WiFi,19266319,Alex,Khlong Toei,13.71377,100.59177,Entire home/apt,1499,28,193,2022-12-04,3.01,36,9,25,8100596,0,Business Class
23462808,Luxury Condo in Bangkok City Center 曼谷市中心网红公寓中文服務,35112478,Ping,Khlong Toei,13.72408,100.56809,Entire home/apt,2214,1,190,2022-12-11,3.24,12,16,18,420660,0,First Class
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28,1.45,1,13,31,150633,0,Standard Class
15716640,"24. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",47324488,Tony,Khlong Toei,13.72705,100.56686,Entire home/apt,1147,1,188,2022-10-15,2.51,34,32,75,215636,0,Standard Class
18602390,Infinity Pool 41fl Lux Sukhumvit 24 Bts PhromPhong,61399771,Pimnara,Khlong Toei,13.722739,100.566139,Entire home/apt,1439,19,187,2022-11-14,3.08,1,8,45,5112767,0,Business Class
9534223,1MinWalkBTS ThongLo/Topfloor pool,40262107,Patty,Khlong Toei,13.72415,100.5756,Entire home/apt,1457,2,183,2022-12-04,2.12,39,15,25,533262,0,Business Class
23817170,Luxury Condo in heart Bangkok city center曼谷奢華高樓4,35112478,Ping,Khlong Toei,13.72589,100.56672,Entire home/apt,2371,1,181,2022-12-12,3.12,12,16,17,429151,0,First Class
15696795,"21. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",47324488,Tony,Khlong Toei,13.72465,100.56757,Entire home/apt,1166,1,175,2022-12-12,2.34,34,21,17,204050,0,Standard Class
16667060,4ppAsok/Sukhumvit BTS100mTerminal21,40262107,Patty,Khlong Toei,13.73586,100.56194,Entire home/apt,1400,1,173,2022-10-19,2.45,39,18,71,242200,0,Business Class
6305340,Charming 2 BDR near Emporium w view,13020066,Ome,Khlong Toei,13.72585,100.57189,Entire home/apt,2400,3,172,2022-12-07,1.86,3,10,22,1238400,0,First Class
4786588,"Charming 2BR/2BA, 5mins walk to BTS",24675031,Malisa,Khlong Toei,13.70939,100.59791,Entire home/apt,1529,21,171,2022-11-22,1.76,1,6,37,5490639,0,Business Class
15714335,"23. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",47324488,Tony,Khlong Toei,13.72532,100.56848,Entire home/apt,1277,1,170,2022-11-01,2.27,34,24,58,217090,0,Standard Class
14752472,"(A)5pp, 7-11, Thonglo,Sukhumvit,BTS",40262107,Patty,Khlong Toei,13.72533,100.57656,Entire home/apt,850,90,169,2021-01-23,2.23,39,0,705,12928500,0,Standard Class
23478265,Luxury Condo at Bangkok city center 曼谷奢华公寓中文服務,35112478,Ping,Khlong Toei,13.72692,100.56694,Entire home/apt,2756,1,163,2022-08-19,2.78,12,1,132,449228,0,First Class
32247620,1/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.73454,100.55691,Entire home/apt,2047,2,162,2022-12-13,3.44,9,61,16,663228,0,First Class
15724739,"22. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",47324488,Tony,Khlong Toei,13.72737,100.56811,Entire home/apt,1166,1,159,2022-12-05,2.12,34,19,24,185394,0,Standard Class
11629406,"Thong Lo BTS City Center - Foodie, Hip & Trendy",37959094,Bo,Khlong Toei,13.72262,100.57961,Entire home/apt,1189,2,157,2022-12-12,1.92,1,5,17,373346,0,Standard Class
35307206,Luxury 1BR/Center BKK+CBD/BTS PhromPhong,152018136,Tony,Khlong Toei,13.72644,100.56607,Entire home/apt,1466,1,156,2022-12-26,3.62,12,71,3,228696,0,Business Class
8616187,Charming 1BDR near BTS and Emporium,13020066,Ome,Khlong Toei,13.72572,100.57418,Entire home/apt,1697,3,154,2022-11-29,1.75,3,9,30,784014,0,Business Class
32251879,2/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.73574,100.55875,Entire home/apt,1985,2,153,2022-12-22,3.28,9,49,7,607410,0,First Class
29520933,CuteCocoon4—B&B in the Lively Heart of Bangkok,29821030,Diow,Khlong Toei,13.73474,100.56274,Entire home/apt,3117,1,152,2022-12-22,2.99,5,55,7,473784,0,First Class
15864066,"(B)4pp, 7-11, Sukhumvit,Thonglo BTS",40262107,Patty,Khlong Toei,13.7238,100.57816,Entire home/apt,1300,2,151,2022-12-13,2.05,39,29,16,392600,0,Standard Class
32114122,One Plus Bedroom/2 King Beds/BTS Asok,12464021,Rebecca,Khlong Toei,13.73537,100.55789,Entire home/apt,1200,1,149,2022-12-17,3.17,21,41,12,178800,0,Standard Class
17547593,Big room! closed to Nana BTS special price,112414885,Nattaya,Khlong Toei,13.73812,100.55202,Entire home/apt,1350,1,148,2022-12-10,2.1,7,31,19,199800,0,Business Class
105042,Central Bangkok 3 Bedroom Apartment,545890,Henry,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,28,148,2020-01-07,1.08,1,0,1087,23537920,0,Suite Class
16127261,New Condo 1BR/Sukhumvit 24 /BTS Phomphong,117992287,SABAI Guests,Khlong Toei,13.72183,100.56506,Entire home/apt,1250,28,147,2022-11-04,2.02,6,3,55,5145000,0,Standard Class
20987416,"""Feel Like Home"" 4 BR Townhouse @ BTS ONNUT",24147370,Anupong,Khlong Toei,13.70899,100.59392,Entire home/apt,5214,2,147,2022-12-17,2.31,5,6,12,1532916,0,Suite Class
29571358,CuteCocoon3-Asok BTS MRT 250m /Apt 2Bed 1Bath,29821030,Diow,Khlong Toei,13.73474,100.56274,Entire home/apt,2379,1,140,2022-12-21,2.79,5,39,8,333060,0,First Class
35786821,通罗一居室/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心城区,264864968,Tricia,Khlong Toei,13.71707,100.57723,Entire home/apt,1443,3,139,2022-08-16,3.26,44,2,135,601731,0,Business Class
30784060,CuteCocoon2-Asok BTS MRT 250m Studio 1Bath,29821030,Diow,Khlong Toei,13.73389,100.56231,Entire home/apt,2629,1,130,2022-12-16,2.66,5,50,13,341770,0,First Class
3787176,Studio Sukhumvit Subway downtown,5917880,Riya & Bernard,Khlong Toei,13.70991,100.59164,Entire home/apt,800,15,130,2022-10-30,1.28,1,4,60,1560000,0,Standard Class
2321290,1BR Cosy & Perfect Location @Asoke BTS/MRT,589801,Jocelyn,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,2021-06-29,1.22,1,0,548,714015,0,Business Class
51048867,Siamese Exclusive Queens-Twin 58 SQM/5min walk MRT,412845925,Siamese Exclusive,Khlong Toei,13.72617,100.561928,Entire home/apt,6492,1,128,2022-12-10,8.14,7,118,19,830976,0,Suite Class
19093219,King size bed/Free Wifi/2 mins to Phrom phong BTS,110565436,Natty,Khlong Toei,13.72745,100.56982,Entire home/apt,1390,5,126,2022-12-17,1.89,1,22,12,875700,0,Business Class
15561940,Sukhumvit24 Suite 2Bed&2Bath WiFi30Mbps.closed BTS,65096613,Good Service,Khlong Toei,13.72331,100.56642,Entire home/apt,3260,14,125,2022-09-18,1.67,7,3,102,5705000,0,First Class
34224842,6/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.73597,100.5591,Entire home/apt,1812,2,124,2022-12-12,2.79,9,52,17,449376,0,Business Class
8176753,"Oriental Decor 1BR@BTS Phrom Phong pool, gym",32466453,Markus,Khlong Toei,13.72683,100.57465,Entire home/apt,1400,4,124,2022-10-30,1.4,1,9,60,694400,0,Business Class
28856338,Bright & Colorful 6 Beds Townhouse @ BTS ONNUT,24147370,Anupong,Khlong Toei,13.70682,100.59413,Entire home/apt,5714,2,122,2022-12-15,2.36,5,46,14,1394216,0,Suite Class
14544859,Divisible Cosy 1Bedroom 5min walk to BTS (NETFLIX),6128312,Taviras,Khlong Toei,13.71739,100.58546,Entire home/apt,1207,1,121,2022-12-25,1.57,3,34,4,146047,0,Standard Class
27963444,"Perfect2B2B @Thonglor, Swimming  Pool中文服务",12464021,Rebecca,Khlong Toei,13.71777,100.57622,Entire home/apt,1943,8,121,2022-11-26,2.29,21,29,33,1880824,0,First Class
30577801,Monthly#7F@CENTRAL +2 beds@BTS Asok&MRT SUKHUMVIT,4385665,Yefeng,Khlong Toei,13.73475,100.55733,Entire home/apt,3659,1,119,2022-12-19,2.43,24,34,10,435421,0,First Class
23120058,"37. PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.72736,100.56954,Entire home/apt,1263,1,118,2022-11-20,1.99,34,12,39,149034,0,Standard Class
34135510,3/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.73487,100.55696,Entire home/apt,2018,2,115,2022-12-14,2.59,9,51,15,464140,0,First Class
35252466,F5 曼谷市中心豪华两室一厅公寓/ASOK/ terminal 21 /素坤逸地铁站/无边泳池,235135484,Shin,Khlong Toei,13.73649,100.55711,Entire home/apt,4054,1,115,2022-12-13,2.64,21,41,16,466210,0,First Class
34135481,4/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.73639,100.55696,Entire home/apt,1855,2,110,2022-12-15,2.48,9,49,14,408100,0,Business Class
41417224,"Bangkok - Sukhumvit 12, the green oasis",420188,Baker,Khlong Toei,13.73553,100.55885,Entire home/apt,3033,1,108,2022-12-22,3.01,9,65,7,327564,0,First Class
10145690,Neat little apartment in great area,5792836,Rogier,Khlong Toei,13.72635,100.56033,Entire home/apt,795,3,108,2022-12-16,1.27,1,22,13,257580,0,Standard Class
4779295,A Perfect Place to Stay!,24646274,Apple,Khlong Toei,13.70824,100.59931,Entire home/apt,806,1,106,2022-09-28,1.09,2,5,92,85436,0,Standard Class
23352389,"36. PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.72598,100.56636,Entire home/apt,1593,1,105,2022-12-13,1.78,34,9,16,167265,0,Business Class
28975401,Modern & Elegant 6 Beds Townhouse @ BTS ONNUT,24147370,Anupong,Khlong Toei,13.7087,100.59613,Entire home/apt,5714,2,105,2022-12-27,2.03,5,21,2,1199940,0,Suite Class
22913447,cozy 1br/500m@BTS E5/Skytop pool/Gym/NetFlix/TM30,5984433,Sunnot,Khlong Toei,13.72534,100.56638,Entire home/apt,1608,14,103,2022-12-07,1.74,19,6,22,2318736,0,Business Class
36577132,F4.9/超值/四人高级公寓套房/曼谷中心/T21商场/asok轻轨站/素坤逸地铁站/无边际泳池/,235135484,Shin,Khlong Toei,13.7368,100.55698,Entire home/apt,2471,1,103,2022-12-08,2.45,21,44,21,254513,0,First Class
31607546,Near The Grand Palace/ASOK Station/Sukhumvit#06,201677068,Curry,Khlong Toei,13.73395,100.5588,Entire home/apt,2057,1,101,2022-12-14,2.1,228,20,15,207757,0,First Class
20751483,Service Apartment (5 mins to Emquartier/BTS),132758342,Mo,Khlong Toei,13.72646,100.57236,Entire home/apt,1490,1,100,2022-11-23,1.59,10,7,36,149000,0,Business Class
37983986,F6.0新房特惠/豪华单间/曼谷市中心/双轨交汇/ Asok/MRT素空逸/T21商场/网红无边泳池,235135484,Shin,Khlong Toei,13.73678,100.55711,Entire home/apt,1671,1,99,2022-12-12,2.43,21,49,17,165429,0,Business Class
31202581,❤20% OFF Bangkok Executive Choice Free WiFi nr BTS,19266319,Alex,Khlong Toei,13.71497,100.59156,Entire home/apt,1489,28,99,2022-11-23,2.04,36,10,36,4127508,0,Business Class
37795401,8/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.736,100.55671,Entire home/apt,1912,2,98,2022-12-26,2.43,9,44,3,374752,0,Business Class
40047706,Beautiful Thai Modern LUX 1BR/5 min BTS/Sky pool,16311913,Dianna,Khlong Toei,13.72429,100.56423,Entire home/apt,1575,1,98,2022-12-21,2.77,1,37,8,154350,0,Business Class
23351201,"35.PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.72685,100.56818,Entire home/apt,1325,1,97,2022-10-11,1.66,34,6,79,128525,0,Standard Class
22817803,1 BR Service Apartment (5 mins to Emquartier/BTS),132758342,Mo,Khlong Toei,13.72652,100.57317,Entire home/apt,1600,2,97,2022-12-20,1.63,10,10,9,310400,0,Business Class
32541525,"Luxury 2 Bedrooms,Bts Phrom Phong, Sukhumvit",122363222,Chonny,Khlong Toei,13.72549,100.5656,Entire home/apt,3900,2,97,2022-12-10,2.08,19,34,19,756600,0,First Class
34135415,5/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.7356,100.55704,Entire home/apt,1919,2,95,2022-12-26,2.14,9,38,3,364610,0,Business Class
28400158,SPACIOUS ROOM WALKWAY TO THONGLOR BTS IN CONDO!,214292552,Mint,Khlong Toei,13.72388,100.57681,Entire home/apt,951,1,95,2022-01-09,1.83,4,1,354,90345,0,Standard Class
22456168,F5: Focus Ploenchit/1BR/Downtown/BTS/FreeWifi/Pool,164257223,Drew,Khlong Toei,13.73972,100.55177,Entire home/apt,1219,2,94,2022-12-23,1.59,7,22,6,229172,0,Standard Class
23028305,Full Service Apartment (5 mins to Emquartier/BTS),132758342,Mo,Khlong Toei,13.72652,100.57185,Entire home/apt,1490,2,92,2022-11-13,1.55,10,9,46,274160,0,Business Class
23118569,"33. PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.7261,100.56872,Entire home/apt,1186,1,92,2022-09-21,1.55,34,4,99,109112,0,Standard Class
23119335,"34. PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.72757,100.56823,Entire home/apt,1337,1,92,2022-11-21,1.58,34,12,38,123004,0,Business Class
34998711,7/ Luxury living sky pool 5mins walk BTS Asok Nana,234983307,Luke,Khlong Toei,13.73445,100.55858,Entire home/apt,1976,2,92,2022-12-12,2.13,9,37,17,363584,0,First Class
29042283,the photography room,420188,Baker,Khlong Toei,13.72927,100.56954,Entire home/apt,2119,15,91,2022-10-24,1.77,9,15,66,2892435,0,First Class
19904428,WalaVela FAMILYsuit/CITY CENTER/LOCAL THAI/Jacuzzi,27947186,Tindies,Khlong Toei,13.72151,100.58012,Entire home/apt,50000,60,90,2020-06-13,1.38,1,0,929,270000000,0,Suite Class
32542312,"Larger room 40 Sqm,Sukhumvit , BTS Phrom Phong",122363222,Chonny,Khlong Toei,13.7255,100.56559,Entire home/apt,2100,2,90,2022-12-13,1.94,19,30,16,378000,0,First Class
31107096,New!Near The Grand Palace/ASOK Station/Bankok,52161947,Noons,Khlong Toei,13.73445,100.55921,Entire home/apt,2057,1,90,2022-11-28,1.86,99,18,31,185130,0,First Class
42846953,New!  city center / ASOK Station / 2PPL 1BR,201677068,Curry,Khlong Toei,13.72307,100.5616,Entire home/apt,1919,1,89,2022-12-20,2.71,228,44,9,170791,0,Business Class
30602895,Cozy 2BR Apt. 10 mins to MRT Sirikit -4th Fl,79722098,Nuan,Khlong Toei,13.71889,100.56318,Entire home/apt,1919,1,88,2022-12-18,1.8,7,26,11,168872,0,Business Class
16777501,New Luxury Condo Close to BTS Thonlor 1 BR,38518306,Ben,Khlong Toei,13.72326,100.57601,Entire home/apt,1250,28,88,2022-12-14,1.23,2,6,15,3080000,0,Standard Class
51049280,Siamese Exclusive Queens-2BR 77 SQM/5 min walk MRT,412845925,Siamese Exclusive,Khlong Toei,13.723146,100.55954,Entire home/apt,9286,1,87,2022-11-30,5.1,7,80,29,807882,0,Suite Class
9534856,24hrs Service Apartment in the city,49390718,Boss Mansion,Khlong Toei,13.71327,100.58594,Entire home/apt,1000,1,87,2022-12-14,1.01,2,4,15,87000,0,Standard Class
27481149,2 bedroom in luxury community near On nut BTS,207103724,Summer,Khlong Toei,13.70472,100.59495,Entire home/apt,1800,30,85,2020-07-27,1.59,2,0,885,4590000,0,Business Class
35446937,N.97 | 32 SQM studio suite next to Novotel Hotel,256916551,Pooh,Khlong Toei,13.73963,100.55338,Entire home/apt,1157,1,84,2022-11-27,2.05,3,39,32,97188,0,Standard Class
15454198,"1Min walk BTS ThongLo/Sukhumvit, free wifi",40262107,Patty,Khlong Toei,13.72445,100.57557,Entire home/apt,1500,1,84,2022-12-17,1.2,39,13,12,126000,0,Business Class
23115677,"31.PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.7258,100.56704,Entire home/apt,1206,1,84,2022-12-12,1.43,34,8,17,101304,0,Standard Class
33865617,Weekly・2BR@Asok&Sukhumvit#Terminal 21&Nana#Max6,4385665,Yefeng,Khlong Toei,13.73562,100.55825,Entire home/apt,4493,1,84,2022-12-08,1.87,24,24,21,377412,0,Suite Class
32459587,Hidden Gem Midnight 1 Bedroom Near (BTS),238195812,Exostay,Khlong Toei,13.72421,100.56753,Entire home/apt,1580,2,84,2022-12-07,1.8,13,22,22,265440,0,Business Class
1808600,Contemporary Modern Duplex-Thong Lo,9478184,Shine,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,2018-09-12,0.75,1,0,1569,10348440,0,First Class
9700702,"Great location Bangkok,1min to BTS skytrain Asok",50093904,Leng,Khlong Toei,13.73624,100.56019,Entire home/apt,1050,356,83,2020-04-21,0.98,1,0,982,31025400,0,Standard Class
15010841,Warm & Design 1BR Apt Center Bangkok ASOKE,94728964,Be,Khlong Toei,13.72704,100.56272,Entire home/apt,2070,3,82,2022-12-04,1.07,1,2,25,509220,0,First Class
23117698,"32. PARK ORIGIN, WALK TO  BTS Phrompong-EmQuartier",47324488,Tony,Khlong Toei,13.72713,100.56745,Entire home/apt,1426,1,82,2022-11-19,1.38,34,7,40,116932,0,Business Class
33726080,New!Near The Grand Palace/ASOK Station/4PPL,201677068,Curry,Khlong Toei,13.73457,100.55698,Entire home/apt,3086,1,82,2022-12-11,1.84,228,34,18,253052,0,First Class
1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,2022-10-07,0.72,1,3,83,3618270,0,Business Class
30760329,"cozy 1br,500m@BTS E5,Skytop pool/Gym@50F,NetFlix",5984433,Sunnot,Khlong Toei,13.728261947631836,100.5680160522461,Entire home/apt,1608,1,81,2022-11-20,1.7,19,23,39,130248,0,Business Class
39452077,New!Near The Grand Palace/ASOK Station/Bankok,201677068,Curry,Khlong Toei,13.73603,100.55919,Entire home/apt,2243,1,80,2022-12-25,2.07,228,48,4,179440,0,First Class
30324561,U1: Urbitia/1BR/Downtown/BTS ThongLor/PoolGym/Wifi,164257223,Drew,Khlong Toei,13.72192,100.57612,Entire home/apt,1253,2,80,2022-12-14,1.62,7,26,15,200480,0,Standard Class
14508708,1BR condo/free wifi/ Pleon Jit BTS Station - 120,2092389,Sirichol,Khlong Toei,13.73646,100.55144,Entire home/apt,1290,7,79,2022-12-22,1.02,7,4,7,713370,0,Standard Class
1791481,Nice and Quiet condo near BTS Onnut,9399478,Piyakorn,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,2019-05-31,0.78,1,0,1308,3690180,0,Business Class
16169517,The embassy room,420188,Baker,Khlong Toei,13.72214,100.5805,Entire home/apt,3300,21,78,2022-02-23,1.18,9,1,309,5405400,0,First Class
30702862,"Luxury condo, BTS Phrom Phong Sukhumvit",122363222,Chonny,Khlong Toei,13.72393,100.5669,Entire home/apt,1719,2,78,2022-11-01,1.59,19,1,58,268164,0,Business Class
37985091,F4.0/超值/四人高级公寓套房/曼谷中心/T21商场/asok轻轨站/素坤逸地铁站/无边际泳池/,235135484,Shin,Khlong Toei,13.73698,100.55754,Entire home/apt,2386,1,78,2022-12-13,1.92,21,31,16,186108,0,First Class
33405369,Special price! Cosy room walk to BTS Nana,112414885,Nattaya,Khlong Toei,13.73907,100.55403,Entire home/apt,1150,1,77,2022-12-08,1.71,7,17,21,88550,0,Standard Class
9596024,WIFI Service Apartment in the city,49390718,Boss Mansion,Khlong Toei,13.71319,100.58426,Entire home/apt,850,1,77,2022-11-16,0.89,2,4,43,65450,0,Standard Class
21830417,"Charming 1 BedRM @Sukhumvit, Bangkok",145425860,Jia-Yi,Khlong Toei,13.72635,100.56357,Entire home/apt,1247,2,76,2022-12-23,1.25,5,6,6,189544,0,Standard Class
30804041,Near The Grand Palace/ASOK Station/Sukhumvit 5mins,201677068,Curry,Khlong Toei,13.73385,100.55714,Entire home/apt,2057,1,76,2022-12-14,1.55,228,19,15,156332,0,First Class
32460993,Hidden Vintage Private Bedroom Near Sukhumvit(BTS),238195812,Exostay,Khlong Toei,13.7254,100.56545,Entire home/apt,1580,2,76,2022-12-18,1.63,13,23,11,240160,0,Business Class
30516507,Cozy 2 BR Apt. 10 mins to MRT Sirikit -2nd Fl,79722098,Nuan,Khlong Toei,13.71966,100.56487,Entire home/apt,1933,1,76,2022-12-14,1.56,7,16,15,146908,0,First Class
23082459,P1: SKV24/Downtown/BTS Phrompong/FreeWifi/Pool&Gym,156439429,Matt,Khlong Toei,13.72605,100.56461,Entire home/apt,876,60,76,2022-10-08,1.28,3,6,82,3994560,0,Standard Class
40096847,F6.9新房源特惠/超值双卧套房/ 曼谷市中心/MRT素坤逸/BTSasok/ T21商城/无边泳池,235135484,Shin,Khlong Toei,13.73485,100.55881,Entire home/apt,2229,1,75,2022-11-26,1.98,21,48,33,167175,0,First Class
22156917,"1br@BTS PhromPhong,Skytop pool/Gym@50F,NetFlix",5984433,Sunnot,Khlong Toei,13.72089,100.56862,Entire home/apt,1608,21,74,2020-04-06,1.23,19,0,997,2498832,0,Business Class
22743302,2BR for 4PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,4420,2,74,2022-11-29,1.24,13,18,30,654160,0,Suite Class
34637739,Cozy room/ASOK/5mins to BTS MRT/ nana /Korea town,35112478,Ping,Khlong Toei,13.73537,100.55778,Entire home/apt,2814,1,74,2022-12-05,1.68,12,29,24,208236,0,First Class
11263516,Modern & convenient condo near BTS!,40830808,Danny,Khlong Toei,13.71331,100.59292,Entire home/apt,809,8,74,2022-12-10,0.9,3,8,19,478928,0,Standard Class
21048258,Lexury 1 Bedroom Condo @Thonglo BTS,95229268,Lynn,Khlong Toei,13.72979,100.56441,Entire home/apt,1787,2,73,2022-11-08,1.17,1,4,51,260902,0,Business Class
25491603,"""Mi-Wood"" Cosy home@ASOK & 8min Walk to MRT QSNCC",13513301,Xin,Khlong Toei,13.724496,100.563232,Entire home/apt,1430,4,73,2022-11-25,1.33,1,11,34,417560,0,Business Class
35236920,2BR！New! Near The Grand Palace/ASOK Station/4PPL,201677068,Curry,Khlong Toei,13.73548,100.5569,Entire home/apt,5143,1,72,2022-12-07,1.66,228,33,22,370296,0,Suite Class
33459465,Heart of Bangkok with King size bed at Asok train,67650378,Boat,Khlong Toei,13.73454,100.55725,Entire home/apt,1986,10,71,2022-12-22,1.56,1,7,7,1410060,0,First Class
28090338,Price 2 Space 4/500m BTS/Skytop pool/Gym/NetFlix,5984433,Sunnot,Khlong Toei,13.728116035461426,100.56805419921876,Entire home/apt,1608,14,71,2022-11-22,1.39,19,3,37,1598352,0,Business Class
19000129,Studio for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,2470,2,71,2022-12-26,1.06,13,18,3,350740,0,First Class
31967728,Hide&Seek Cozy Family Boutique Apt with Fairytale Theme,239469095,Hide And Seek Hometel,Khlong Toei,13.71479,100.59117,Entire home/apt,2726,1,71,2022-11-13,1.5,8,9,46,193546,0,First Class
39335006,Luxury Condo on Thong Lo/Ekamai with Hot Bath Tub,219048748,Kay,Khlong Toei,13.71838,100.5752,Entire home/apt,927,1,70,2022-11-28,1.8,7,30,31,64890,0,Standard Class
29909847,BTS轻轨线on nut站，全新一房一厅，临Tesco商场市集!New cozy 1BR,210559448,Cora,Khlong Toei,13.70333,100.59247,Entire home/apt,1000000,2,69,2020-03-12,1.39,6,0,1022,138000000,0,Suite Class
31944797,"Hide&Seek Light, Airy, Family Loft near Sukhumvit Road",239469095,Hide And Seek Hometel,Khlong Toei,13.71482,100.59116,Entire home/apt,2676,1,69,2022-12-19,1.46,8,18,10,184644,0,First Class
10514530,Post-modern Contemporary Style by Sukhumvit,54210559,Sakchai,Khlong Toei,13.72762,100.57003,Entire home/apt,2800,2,68,2022-11-25,0.89,1,15,34,380800,0,First Class
21081206,"Charming 2 BedRM in Sukhumvit, Bangkok",145425860,Jia-Yi,Khlong Toei,13.72635,100.56357,Entire home/apt,2147,2,68,2022-12-24,1.09,5,11,5,291992,0,First Class
32881277,Studio room near Nana Skytrain Centre BKK 03,108026474,Orathai,Khlong Toei,13.73654,100.55433,Entire home/apt,1212,2,68,2022-12-12,1.49,4,15,17,164832,0,Standard Class
22456661,F8: Focus Ploenchit/1BR/Downtown/BTS/FreeWifi/Pool,164257223,Drew,Khlong Toei,13.74102,100.55144,Entire home/apt,1707,2,68,2022-11-28,1.15,7,13,31,232152,0,Business Class
35789467,Dream&l大两卧·通罗/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心,264864968,Tricia,Khlong Toei,13.71847,100.57588,Entire home/apt,2746,3,67,2021-10-03,1.56,44,0,452,551946,0,First Class
53633961,【HEART OF BKK】5-min BTS ※ NETFLIX※ FAST WIFI※ POOL,30386490,N'Dee,Khlong Toei,13.73653,100.56052,Entire home/apt,2757,1,67,2022-12-22,5.21,23,63,7,184719,0,First Class
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20,0.51,1,1,100,3481320,0,Business Class
